Cluster 1_PREDICTION,Cluster 2_PREDICTION,PREDICTION,SEASON,PLAYER ID,FIRST NAME,LAST NAME,PLAYER NAME,POSITION,HEIGHT WO SHOES,HEIGHT WO SHOES FT IN,HEIGHT W SHOES,HEIGHT W SHOES FT IN,WEIGHT,WINGSPAN,WINGSPAN FT IN,STANDING REACH,STANDING REACH FT IN,BODY FAT PCT,HAND LENGTH,HAND WIDTH,STANDING VERTICAL LEAP,MAX VERTICAL LEAP,LANE AGILITY TIME,MODIFIED LANE AGILITY TIME,THREE QUARTER SPRINT,BENCH PRESS,SPOT FIFTEEN CORNER LEFT,SPOT FIFTEEN BREAK LEFT,SPOT FIFTEEN TOP KEY,SPOT FIFTEEN BREAK RIGHT,SPOT FIFTEEN CORNER RIGHT,SPOT COLLEGE CORNER LEFT,SPOT COLLEGE BREAK LEFT,SPOT COLLEGE TOP KEY,SPOT COLLEGE BREAK RIGHT,SPOT COLLEGE CORNER RIGHT,SPOT NBA CORNER LEFT,SPOT NBA BREAK LEFT,SPOT NBA TOP KEY,SPOT NBA BREAK RIGHT,SPOT NBA CORNER RIGHT,OFF DRIB FIFTEEN BREAK LEFT,OFF DRIB FIFTEEN TOP KEY,OFF DRIB FIFTEEN BREAK RIGHT,OFF DRIB COLLEGE BREAK LEFT,OFF DRIB COLLEGE TOP KEY,OFF DRIB COLLEGE BREAK RIGHT,ON MOVE FIFTEEN,ON MOVE COLLEGE,GENERATED AT
0.0000000044,1.0,Cluster 2,2001,12033,Adam,Allenspach,Adam Allenspach,C,83.5,6' 11.5'',,,259.0,84.5,7' 0.5'',107.0,8' 11'',12.4,,,28.5,31.0,11.9,,3.4,16.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2001,2240,Gilbert,Arenas,Gilbert Arenas,SG,74.25,6' 2.25'',,,199.0,81.5,6' 9.5'',99.5,8' 3.5'',5.3,,,31.5,36.0,,,3.25,12.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0009656187,0.9990344048,Cluster 2,2001,2220,Brandon,Armstrong,Brandon Armstrong,SG,75.5,6' 3.5'',,,188.0,81.5,6' 9.5'',99.5,8' 3.5'',9.3,,,30.0,37.0,10.91,,3.2,6.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2001,2203,Shane,Battier,Shane Battier,SF-PF,80.25,6' 8.25'',,,229.0,82.5,6' 10.5'',105.0,8' 9'',9.3,,,29.5,33.0,10.95,,3.3,12.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2001,12034,Cookie,Belcher,Cookie Belcher,SG-PG,75.0,6' 3'',,,206.0,80.5,6' 8.5'',99.0,8' 3'',5.3,,,35.0,41.5,11.26,,2.91,7.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0166028924,0.9833971262,Cluster 2,2001,2294,Charlie,Bell,Charlie Bell,PG,74.5,6' 2.5'',,,200.0,79.5,6' 7.5'',97.5,8' 1.5'',6.7,,,31.5,38.0,10.59,,3.12,15.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000395488,0.9999604225,Cluster 2,2001,2257,Ruben,Boumtje-Boumtje,Ruben Boumtje-Boumtje,C,83.5,6' 11.5'',,,245.0,88.0,7' 4'',111.0,9' 3'',6.0,,,26.5,31.0,11.84,,3.33,6.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2001,12035,Calvin,Bowman,Calvin Bowman,PF,80.75,6' 8.75'',,,214.0,83.5,6' 11.5'',104.0,8' 8'',8.6,,,28.5,34.5,11.96,,3.21,7.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2001,2214,Michael,Bradley,Michael Bradley,PF,81.5,6' 9.5'',,,227.0,85.5,7' 1.5'',107.0,8' 11'',9.3,,,27.0,30.0,11.11,,3.35,13.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0155399572,0.9844599962,Cluster 2,2001,2249,Jamison,Brewer,Jamison Brewer,PG,74.5,6' 2.5'',,,178.0,80.75,6' 8.75'',102.5,8' 6.5'',6.7,,,26.0,32.5,9.65,,3.15,12.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000022418,0.999997735,Cluster 2,2001,2198,Kwame,Brown,Kwame Brown,PF-C,82.0,6' 10'',,,243.0,85.0,7' 1'',108.0,9' 0'',8.9,,,30.0,33.0,11.59,,3.45,17.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0513419285,0.9486580491,Cluster 2,2001,12031,SirValiant,Brown,SirValiant Brown,PG,71.0,5' 11'',,,176.0,76.0,6' 4'',92.5,7' 8.5'',6.7,,,31.0,39.5,11.23,,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000000004,1.0,Cluster 2,2001,2245,Damone,Brown,Damone Brown,SF,80.25,6' 8.25'',,,202.0,83.75,6' 11.75'',104.5,8' 8.5'',6.7,,,32.0,37.0,11.81,,3.27,6.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0078105596,0.992189467,Cluster 2,2001,12032,Ryan,Carroll,Ryan Carroll,SF-SG,76.0,6' 4'',,,202.0,80.25,6' 8.25'',99.0,8' 3'',8.0,,,34.5,39.0,11.0,,3.1,14.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000180459,0.9999819994,Cluster 2,2001,2199,Tyson,Chandler,Tyson Chandler,SF-PF,83.5,6' 11.5'',,,224.0,87.0,7' 3'',110.0,9' 2'',6.7,,,31.0,33.5,12.13,,3.36,2.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.1393385381,0.860661447,Cluster 2,2001,2251,Eric,Chenowith,Eric Chenowith,C,85.0,7' 1'',,,264.0,88.0,7' 4'',111.0,9' 3'',12.9,,,23.5,27.5,12.5,,3.59,6.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2001,2439,Sam,Clancy,Sam Clancy,PF,78.25,6' 6.25'',,,242.0,86.75,7' 2.75'',107.0,8' 11'',8.0,,,31.0,34.0,11.47,,3.13,15.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2001,12036,Gyasi,Cline-Heard,Gyasi Cline-Heard,PF,78.25,6' 6.25'',,,231.0,83.5,6' 11.5'',103.0,8' 7'',8.0,,,31.5,34.5,11.4,,3.23,11.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0029333939,0.997066617,Cluster 2,2001,2215,Jason,Collins,Jason Collins,PF-C,82.25,6' 10.25'',,,251.0,88.5,7' 4.5'',110.0,9' 2'',12.9,,,25.5,28.5,12.1,,3.54,8.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0136636263,0.9863363504,Cluster 2,2001,2260,Jarron,Collins,Jarron Collins,C-PF,81.25,6' 9.25'',,,252.0,87.0,7' 3'',104.0,8' 8'',15.2,,,23.0,29.0,11.65,,3.6,10.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0141747184,0.9858253002,Cluster 2,2001,2241,Omar,Cook,Omar Cook,PG,71.5,5' 11.5'',,,189.0,77.5,6' 5.5'',92.0,7' 8'',5.5,,,31.0,35.5,10.77,,3.2,9.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000054471,0.999994576,Cluster 2,2001,2201,Eddy,Curry,Eddy Curry,C,82.5,6' 10.5'',,,301.0,90.5,7' 6.5'',111.0,9' 3'',16.5,,,28.0,31.0,12.25,,3.53,16.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000816807,0.9999183416,Cluster 2,2001,12037,Tate,Decker,Tate Decker,SF,81.25,6' 9.25'',,,218.0,83.75,6' 11.75'',107.0,8' 11'',13.6,,,25.5,28.5,12.19,,3.47,13.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000000001,0.9221067429,Cluster 2,2001,2205,DeSagana,Diop,DeSagana Diop,C,82.0,6' 10'',,,314.0,90.5,7' 6.5'',113.0,9' 5'',21.0,,,21.5,25.5,12.37,,3.56,15.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0016549847,0.9983450174,Cluster 2,2001,12038,Robb,Dryden,Robb Dryden,C,85.0,7' 1'',,,241.0,86.5,7' 2.5'',110.2,9' 2.25'',8.0,,,27.0,30.0,12.47,,3.46,8.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2001,12039,Anthony,Evans,Anthony Evans,PF,78.0,6' 6'',,,267.0,83.5,6' 11.5'',101.5,8' 5.5'',12.9,,,31.5,33.0,12.56,,3.31,18.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2001,2230,Maurice,Evans,Maurice Evans,SG,76.25,6' 4.25'',,,221.0,80.0,6' 8'',101.0,8' 5'',4.0,,,34.5,37.5,10.08,,3.12,22.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000811994,0.9999188185,Cluster 2,2001,12150,Benjamin,Eze,Benjamin Eze,C-PF,80.75,6' 8.75'',,,232.0,90.0,7' 6'',109.0,9' 1'',3.9,,,29.0,32.0,13.05,,3.36,14.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2001,2386,Kimani,Ffriend,Kimani Ffriend,C-PF,81.5,6' 9.5'',,,228.0,82.75,6' 10.75'',108.5,9' 0.5'',11.7,,,32.0,33.0,11.46,,3.09,9.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0076890434,0.9923109412,Cluster 2,2001,2228,Alton,Ford,Alton Ford,PF,80.25,6' 8.25'',,,271.0,82.5,6' 10.5'',102.5,8' 6.5'',8.0,,,34.5,36.5,11.7,,3.16,21.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0002124257,0.999787569,Cluster 2,2001,2218,Joseph,Forte,Joseph Forte,SG,75.5,6' 3.5'',,,193.0,78.5,6' 6.5'',100.5,8' 4.5'',,,,26.5,33.0,11.51,,3.19,10.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.00000048,0.9999995232,Cluster 2,2001,-1,Jason,Gardner,Jason Gardner,PG,69.75,5' 9.75'',,,188.0,73.25,6' 1.25'',92.5,7' 8.5'',8.0,,,34.5,40.0,10.88,,2.92,9.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0019677803,0.9980322123,Cluster 2,2001,12151,Jerry,Green,Jerry Green,PG-SG,73.5,6' 1.5'',,,179.0,78.25,6' 6.25'',99.0,8' 3'',5.5,,,28.5,35.0,11.7,,3.17,13.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000008081,0.9999991655,Cluster 2,2001,12152,Kenny,Gregory,Kenny Gregory,SF,75.5,6' 3.5'',,,200.0,83.25,6' 11.25'',101.0,8' 5'',6.7,,,39.5,45.5,11.33,,3.1,10.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2001,2204,Eddie,Griffin,Eddie Griffin,PF-SF,81.25,6' 9.25'',,,222.0,87.0,7' 3'',110.0,9' 2'',4.0,,,26.5,33.0,11.77,,3.21,3.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0008935044,0.9991064668,Cluster 2,2001,2239,Trenton,Hassell,Trenton Hassell,SG-SF,76.25,6' 4.25'',,,205.0,80.0,6' 8'',99.5,8' 3.5'',5.3,,,35.5,37.5,11.57,,3.29,12.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000000403,0.9999999404,Cluster 2,2001,2213,Kirk,Haston,Kirk Haston,PF-SF,80.0,6' 8'',,,242.0,84.25,7' 0.25'',106.0,8' 10'',10.5,,,27.0,31.5,12.25,,3.35,11.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.000000018,0.9024745822,Cluster 2,2001,12153,Charles,Hathaway,Charles Hathaway,C,80.0,6' 8'',,,274.0,86.0,7' 2'',107.5,8' 11.5'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000059004,0.9999940991,Cluster 2,2001,2217,Brendan,Haywood,Brendan Haywood,C,83.75,6' 11.75'',,,266.0,90.5,7' 6.5'',113.5,9' 5.5'',12.9,,,27.0,28.5,12.87,,3.5,17.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0052010682,0.9947989583,Cluster 2,2001,12154,Michael,Hicks,Michael Hicks,SG,76.0,6' 4'',,,197.0,81.25,6' 9.25'',100.5,8' 4.5'',7.3,,,33.0,40.5,11.38,,3.19,13.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0002642426,0.999735713,Cluster 2,2001,2212,Steven,Hunter,Steven Hunter,C-PF,82.25,6' 10.25'',,,224.0,88.0,7' 4'',108.0,9' 0'',5.3,,,30.5,38.5,11.99,,3.15,11.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2001,12155,Andre,Hutson,Andre Hutson,PF,80.25,6' 8.25'',,,244.0,83.75,6' 11.75'',105.5,8' 9.5'',11.7,,,29.0,32.5,11.25,,3.3,17.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0002656159,0.9997344017,Cluster 2,2001,12156,Nate,James,Nate James,SF,76.75,6' 4.75'',,,196.0,82.75,6' 10.75'',103.0,8' 7'',6.0,,,26.0,31.0,11.42,,3.31,23.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0058080931,0.994191885,Cluster 2,2001,2210,Richard,Jefferson,Richard Jefferson,SF,79.25,6' 7.25'',,,223.0,84.0,7' 0'',103.0,8' 7'',6.7,,,33.0,38.5,11.19,,3.15,14.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2001,2798,Horace,Jenkins,Horace Jenkins,PG,71.75,5' 11.75'',,,171.0,77.25,6' 5.25'',97.0,8' 1'',6.0,,,34.5,41.0,10.97,,3.1,2.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.1630062759,0.8369936943,Cluster 2,2001,12157,Darrell,Johns,Darrell Johns,C,83.25,6' 11.25'',,,278.0,89.0,7' 5'',111.5,9' 3.5'',19.1,,,23.5,30.0,12.41,,3.59,18.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0089075891,0.9910924435,Cluster 2,2001,2256,Ken,Johnson,Ken Johnson,C,82.75,6' 10.75'',,,227.0,88.0,7' 4'',109.5,9' 1.5'',9.9,,,32.5,35.0,11.27,,3.12,13.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000000008,1.0,Cluster 2,2001,2207,Joe,Johnson,Joe Johnson,SF-SG,78.75,6' 6.75'',,,226.0,81.0,6' 9'',105.0,8' 9'',6.7,,,32.5,36.5,12.05,,3.4,12.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0017350321,0.9982649684,Cluster 2,2001,12158,Darren,Kelly,Darren Kelly,SG-PG,74.0,6' 2'',,,178.0,78.75,6' 6.75'',100.0,8' 4'',6.7,,,30.5,34.5,11.38,,3.21,1.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0095187994,0.9904811978,Cluster 2,2001,2253,Sean,Lampley,Sean Lampley,SF,77.5,6' 5.5'',,,213.0,81.25,6' 9.25'',101.0,8' 5'',8.0,,,36.0,40.0,11.06,,3.12,12.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0016965721,0.9983034134,Cluster 2,2001,12159,Zach,Marbury,Zach Marbury,PG-SG,73.25,6' 1.25'',,,183.0,75.5,6' 3.5'',96.5,8' 0.5'',6.7,,,33.0,36.5,11.53,,3.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0001554664,0.9998445511,Cluster 2,2001,12160,Mike,Mardesich,Mike Mardesich,C-PF,82.25,6' 10.25'',,,247.0,84.5,7' 0.5'',108.5,9' 0.5'',13.6,,,24.0,30.0,11.65,,3.45,8.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0064883651,0.9935116172,Cluster 2,2001,12161,DeMarcus,Minor,DeMarcus Minor,SG,75.25,6' 3.25'',,,207.0,80.25,6' 8.25'',99.5,8' 3.5'',6.7,,,29.0,41.0,10.57,,3.15,9.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.015498721,0.9845012426,Cluster 2,2001,200081,Jamario,Moon,Jamario Moon,SF,78.5,6' 6.5'',,,185.0,83.5,6' 11.5'',103.0,8' 7'',5.3,,,33.0,43.0,11.64,,3.08,0.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2001,2211,Troy,Murphy,Troy Murphy,PF,81.75,6' 9.75'',,,230.0,83.0,6' 11'',105.5,8' 9.5'',11.7,,,28.5,34.5,11.22,,3.43,11.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0077786287,0.9922213554,Cluster 2,2001,12162,Troy,Ostler,Troy Ostler,PF-SF,80.75,6' 8.75'',,,200.0,85.5,7' 1.5'',106.5,8' 10.5'',8.0,,,26.5,29.5,13.42,,3.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000070835,0.999992907,Cluster 2,2001,40046,Lazaros,Papadopoulos,Lazaros Papadopoulos,C-PF,82.25,6' 10.25'',,,227.0,86.5,7' 2.5'',110.5,9' 2.5'',11.7,,,23.0,26.0,12.0,,3.7,4.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000000516,0.9999999404,Cluster 2,2001,12164,Rashad,Phillips,Rashad Phillips,PG,69.0,5' 9'',,,166.0,73.5,6' 1.5'',92.0,7' 8'',12.4,,,27.0,32.0,11.93,,3.27,5.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000000001,1.0,Cluster 2,2001,12165,Demetrius,Porter,Demetrius Porter,PG,70.75,5' 10.75'',,,178.0,74.75,6' 2.75'',94.0,7' 10'',12.4,,,26.0,31.0,11.5,,3.34,5.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000013992,0.9999986291,Cluster 2,2001,12166,Martin,Rancik,Martin Rancik,PF-SF,80.75,6' 8.75'',,,230.0,80.0,6' 8'',102.5,8' 6.5'',8.0,,,32.0,37.0,10.77,,3.19,14.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0004093472,0.9995906949,Cluster 2,2001,2202,Jason,Richardson,Jason Richardson,SF-SG,76.75,6' 4.75'',,,213.0,83.5,6' 11.5'',102.5,8' 6.5'',5.3,,,32.5,39.5,11.75,,3.12,15.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0020421599,0.9979578853,Cluster 2,2001,2369,Norman,Richardson,Norman Richardson,SG,75.5,6' 3.5'',,,180.0,76.5,6' 4.5'',99.0,8' 3'',6.0,,,30.5,35.5,10.97,,3.15,2.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0010764184,0.9989235997,Cluster 2,2001,2219,Jeryl,Sasser,Jeryl Sasser,PG-SG,77.5,6' 5.5'',,,194.0,82.5,6' 10.5'',103.5,8' 7.5'',6.7,,,29.0,34.0,11.47,,3.22,1.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0108299749,0.9891700149,Cluster 2,2001,12167,Kenny,Satterfield,Kenny Satterfield,PG,73.0,6' 1'',,,176.0,76.5,6' 4.5'',98.0,8' 2'',6.7,,,28.5,33.0,12.05,,3.2,3.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.000014484,0.9999855161,Cluster 2,2001,2243,Brian,Scalabrine,Brian Scalabrine,PF-SF,80.75,6' 8.75'',,,241.0,81.75,6' 9.75'',105.5,8' 9.5'',13.6,,,27.0,30.5,11.75,,3.47,14.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2001,12168,Lee,Scruggs,Lee Scruggs,PF-SF,82.25,6' 10.25'',,,209.0,89.75,7' 5.75'',110.5,9' 2.5'',10.5,,,23.5,29.5,13.28,,3.55,0.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2001,2250,Bobby,Simmons,Bobby Simmons,SF,78.25,6' 6.25'',,,235.0,84.25,7' 0.25'',105.0,8' 9'',6.7,,,27.5,34.0,11.69,,3.41,12.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0014506691,0.9985493422,Cluster 2,2001,2226,Will,Solomon,Will Solomon,PG-SG,71.75,5' 11.75'',,,172.0,81.5,6' 9.5'',99.5,8' 3.5'',4.0,,,28.5,35.0,11.3,,3.22,4.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000000808,0.9999999404,Cluster 2,2001,12169,Greg,Stevenson,Greg Stevenson,SF,75.75,6' 3.75'',,,215.0,84.5,7' 0.5'',102.0,8' 6'',7.3,,,30.0,35.5,11.29,,3.23,15.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0054492736,0.994550705,Cluster 2,2001,12170,Damone,Thornton,Damone Thornton,PF,78.75,6' 6.75'',,,235.0,85.75,7' 1.75'',103.7,8' 7.75'',8.0,,,33.5,37.5,11.17,,3.2,19.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0056109889,0.9943889976,Cluster 2,2001,2224,Jamaal,Tinsley,Jamaal Tinsley,PG,72.75,6' 0.75'',,,199.0,79.5,6' 7.5'',97.5,8' 1.5'',13.6,,,28.0,37.5,11.96,,3.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000000438,0.9999999404,Cluster 2,2001,12171,Tory,Walker,Tory Walker,SF,78.75,6' 6.75'',,,187.0,83.25,6' 11.25'',104.5,8' 8.5'',6.7,,,28.0,33.0,11.95,,3.25,7.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0002737826,0.9997261763,Cluster 2,2001,12172,Souleymane,Wane,Souleymane Wane,C,80.5,6' 8.5'',,,235.0,89.0,7' 5'',109.0,9' 1'',11.2,,,29.0,30.5,12.02,,3.46,9.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0099900477,0.9900099039,Cluster 2,2001,2248,Earl,Watson,Earl Watson,PG,72.0,6' 0'',,,184.0,78.75,6' 6.75'',97.0,8' 1'',4.0,,,32.5,37.5,10.97,,3.19,4.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2001,2206,Rodney,White,Rodney White,SF,79.5,6' 7.5'',,,243.0,83.5,6' 11.5'',104.5,8' 8.5'',9.3,,,27.5,33.0,12.07,,3.47,16.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0082761636,0.9917238355,Cluster 2,2001,2254,Loren,Woods,Loren Woods,C-PF,84.75,7' 0.75'',,,246.0,89.5,7' 5.5'',113.0,9' 5'',9.3,,,24.5,28.0,11.83,,3.48,10.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000000035,1.0,Cluster 2,2001,12041,Michael,Wright,Michael Wright,PF,79.0,6' 7'',,,247.0,83.5,6' 11.5'',106.5,8' 10.5'',9.3,,,27.5,33.5,11.37,,3.21,18.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000283631,0.9999716282,Cluster 2,2001,12040,Brent,Wright,Brent Wright,PF-SF,79.75,6' 7.75'',,,236.0,85.5,7' 1.5'',105.5,8' 9.5'',12.4,,,23.0,29.0,12.25,,3.3,19.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0213170033,0.9786829948,Cluster 2,2005,101165,Alex,Acker,Alex Acker,SG,75.75,6' 3.75'',76.75,6' 4.75'',183.0,84.0,7' 0'',102.5,8' 6.5'',,,,28.0,32.0,11.67,,3.35,11.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0370910279,0.9629089832,Cluster 2,2005,101224,Deji,Akindele,Deji Akindele,C-PF,81.5,6' 9.5'',83.0,6' 11'',236.4,87.0,7' 3'',108.5,9' 0.5'',,,,30.5,32.5,12.58,,3.35,13.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0242259558,0.0187340882,Cluster 1,2005,200969,Mustafa,Al-Sayyad,Mustafa Al-Sayyad,PF-C,,,,,,,,,,,,,26.5,30.5,11.56,,3.42,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.046125073,0.953874886,Cluster 2,2005,12104,Nemanja,Aleksandrov,Nemanja Aleksandrov,PF-SF,82.0,6' 10'',84.0,7' 0'',220.6,83.0,6' 11'',110.0,9' 2'',,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0089667151,0.9910332561,Cluster 2,2005,101187,Alan,Anderson,Alan Anderson,SG-SF,76.5,6' 4.5'',78.0,6' 6'',223.2,81.5,6' 9.5'',104.0,8' 8'',,,,26.5,30.5,10.32,,3.27,10.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2005,101149,Martynas,Andriuskevicius,Martynas Andriuskevicius,C-PF,85.25,7' 1.25'',87.0,7' 3'',227.8,83.25,6' 11.25'',112.5,9' 4.5'',,,,24.0,27.5,11.94,,3.42,0.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0188743137,0.9811257124,Cluster 2,2005,101252,Sean,Banks,Sean Banks,SF,77.75,6' 5.75'',79.0,6' 7'',206.4,85.0,7' 1'',108.0,9' 0'',,,,25.0,31.5,11.74,,3.35,7.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0235829633,0.9764170051,Cluster 2,2005,101188,Eddie,Basden,Eddie Basden,SG-SF,76.25,6' 4.25'',77.5,6' 5.5'',210.0,82.25,6' 10.25'',101.0,8' 5'',,,,33.0,36.5,10.52,,3.21,14.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0174956098,0.9825044274,Cluster 2,2005,12105,Mike,Bell,Mike Bell,SF-PF,80.75,6' 8.75'',81.25,6' 9.25'',206.2,85.5,7' 1.5'',104.5,8' 8.5'',,,,33.5,39.5,11.73,,3.29,13.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
