Cluster 1_PREDICTION,Cluster 2_PREDICTION,PREDICTION,SEASON,PLAYER ID,FIRST NAME,LAST NAME,PLAYER NAME,POSITION,HEIGHT WO SHOES,HEIGHT WO SHOES FT IN,HEIGHT W SHOES,HEIGHT W SHOES FT IN,WEIGHT,WINGSPAN,WINGSPAN FT IN,STANDING REACH,STANDING REACH FT IN,BODY FAT PCT,HAND LENGTH,HAND WIDTH,STANDING VERTICAL LEAP,MAX VERTICAL LEAP,LANE AGILITY TIME,MODIFIED LANE AGILITY TIME,THREE QUARTER SPRINT,BENCH PRESS,SPOT FIFTEEN CORNER LEFT,SPOT FIFTEEN BREAK LEFT,SPOT FIFTEEN TOP KEY,SPOT FIFTEEN BREAK RIGHT,SPOT FIFTEEN CORNER RIGHT,SPOT COLLEGE CORNER LEFT,SPOT COLLEGE BREAK LEFT,SPOT COLLEGE TOP KEY,SPOT COLLEGE BREAK RIGHT,SPOT COLLEGE CORNER RIGHT,SPOT NBA CORNER LEFT,SPOT NBA BREAK LEFT,SPOT NBA TOP KEY,SPOT NBA BREAK RIGHT,SPOT NBA CORNER RIGHT,OFF DRIB FIFTEEN BREAK LEFT,OFF DRIB FIFTEEN TOP KEY,OFF DRIB FIFTEEN BREAK RIGHT,OFF DRIB COLLEGE BREAK LEFT,OFF DRIB COLLEGE TOP KEY,OFF DRIB COLLEGE BREAK RIGHT,ON MOVE FIFTEEN,ON MOVE COLLEGE,GENERATED AT
0.0,1.0,Cluster 2,2003,2557,Luke,Ridnour,Luke Ridnour,PG,73.0,6' 1'',,,167.0,75.0,6' 3'',95.5,7' 11.5'',5.3,,,26.0,32.5,11.0,,3.28,0.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000618237,0.9999381304,Cluster 2,2003,12097,Joe,Shipp,Joe Shipp,SG,76.0,6' 4'',,,224.0,82.0,6' 10'',103.0,8' 7'',11.7,,,29.0,34.5,11.75,,3.2,17.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0028798345,0.997120142,Cluster 2,2003,12098,Ron,Slay,Ron Slay,SF-PF,78.0,6' 6'',,,236.0,82.0,6' 10'',103.5,8' 7.5'',16.3,,,28.5,31.5,12.01,,3.43,10.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000376736,0.9999623299,Cluster 2,2003,2604,Theron,Smith,Theron Smith,PF-SF,78.5,6' 6.5'',,,234.0,82.25,6' 10.25'',104.5,8' 8.5'',9.3,,,28.5,32.0,10.99,,3.1,25.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000002316,0.9999997616,Cluster 2,2003,2596,Tommy,Smith,Tommy Smith,PF-SF,81.0,6' 9'',,,200.0,86.5,7' 2.5'',107.5,8' 11.5'',6.7,,,30.0,33.0,11.54,,3.14,2.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0460675769,0.9539324045,Cluster 2,2003,12099,Marvin,Stone,Marvin Stone,C-PF,81.5,6' 9.5'',,,261.0,87.5,7' 3.5'',109.5,9' 1.5'',17.4,,,25.5,27.5,12.1,,3.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2003,2552,Michael,Sweetney,Michael Sweetney,PF,79.25,6' 7.25'',,,262.0,85.0,7' 1'',107.5,8' 11.5'',14.1,,,26.0,31.5,12.9,,3.28,3.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,0.9260851145,Cluster 2,2003,2756,Sasha,Vujacic,Sasha Vujacic,PG-SG,77.5,6' 5.5'',,,193.0,77.5,6' 5.5'',101.0,8' 5'',14.1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0004360003,0.9995640516,Cluster 2,2003,2548,Dwyane,Wade,Dwyane Wade,SG-SF,75.75,6' 3.75'',,,212.0,82.75,6' 10.75'',102.0,8' 6'',6.7,,,31.5,35.0,10.56,,3.08,9.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000055775,0.9999944568,Cluster 2,2003,12101,Wayne,Wallace,Wayne Wallace,PF,79.25,6' 7.25'',,,187.0,86.0,7' 2'',108.0,9' 0'',4.6,,,29.5,36.0,11.85,,3.24,6.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0913134366,0.9086865783,Cluster 2,2003,2575,Luke,Walton,Luke Walton,SF-PF,79.75,6' 7.75'',,,235.0,80.5,6' 8.5'',104.0,8' 8'',9.3,,,28.0,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2003,2561,David,West,David West,PF-SF,80.25,6' 8.25'',,,226.0,88.25,7' 4.25'',108.25,9' 0.25'',8.0,,,28.5,31.5,12.18,,3.43,11.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0001187477,0.826967597,Cluster 2,2003,2590,Mo,Williams,Mo Williams,PG-SG,72.75,6' 0.75'',,,189.0,77.5,6' 5.5'',98.5,8' 2.5'',6.7,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0013708678,0.9986291528,Cluster 2,2003,12102,Wesley,Wilson,Wesley Wilson,C-PF,82.25,6' 10.25'',,,257.0,87.0,7' 3'',110.5,9' 2.5'',12.4,,,27.0,30.5,12.19,,3.3,20.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.037808869,0.9621911049,Cluster 2,2003,12103,Doug,Wrenn,Doug Wrenn,SF-PF,77.75,6' 5.75'',,,220.0,91.5,7' 7.5'',100.5,8' 4.5'',7.3,,,34.5,41.0,11.38,,3.17,15.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2003,2583,Derrick,Zimmerman,Derrick Zimmerman,PG,73.0,6' 1'',,,190.0,81.0,6' 9'',96.25,8' .25'',5.3,,,34.0,40.5,11.09,,3.1,13.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2009,202399,Jeff,Adrien,Jeff Adrien,PF,77.25,6' 5.25'',78.5,6' 6.5'',236.2,86.0,7' 2'',107.5,8' 11.5'',7.9,,,27.5,31.5,11.34,,3.32,16.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0016346979,0.998365283,Cluster 2,2009,201965,Jeff,Ayres,Jeff Ayres,PF,80.75,6' 8.75'',82.0,6' 10'',239.6,85.0,7' 1'',107.0,8' 11'',5.5,,,31.0,35.0,11.98,,3.14,15.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0003829031,0.9996170402,Cluster 2,2009,201958,Rodrigue,Beaubois,Rodrigue Beaubois,PG,73.25,6' 1.25'',74.25,6' 2.25'',182.4,81.75,6' 9.75'',100.0,8' 4'',7.9,,,29.5,39.0,10.49,,3.15,3.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2009,201971,DeJuan,Blair,DeJuan Blair,PF,77.25,6' 5.25'',78.5,6' 6.5'',276.6,86.0,7' 2'',106.5,8' 10.5'',12.0,,,26.0,33.0,11.5,,3.45,18.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000000092,1.0,Cluster 2,2009,201974,Derrick,Brown,Derrick Brown,SF-PF,79.5,6' 7.5'',80.5,6' 8.5'',224.6,86.5,7' 2.5'',107.5,8' 11.5'',8.6,,,30.5,35.5,11.26,,3.13,20.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000007972,0.9999991655,Cluster 2,2009,201978,Chase,Budinger,Chase Budinger,SF-SG,78.25,6' 6.25'',79.0,6' 7'',206.4,79.0,6' 7'',101.0,8' 5'',10.0,,,29.5,38.5,11.08,,3.24,10.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2009,201960,DeMarre,Carroll,DeMarre Carroll,PF-SF,78.25,6' 6.25'',79.75,6' 7.75'',207.2,82.0,6' 10'',105.0,8' 9'',6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000026843,0.9999973178,Cluster 2,2009,201956,Omri,Casspi,Omri Casspi,SF,79.75,6' 7.75'',81.25,6' 9.25'',211.2,81.25,6' 9.25'',106.5,8' 10.5'',8.6,,,25.5,32.5,11.15,,3.28,2.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0010873228,0.9989126921,Cluster 2,2009,12275,Dionte,Christmas,Dionte Christmas,SG,76.25,6' 4.25'',77.5,6' 5.5'',210.8,81.0,6' 9'',102.5,8' 6.5'',7.1,,,27.0,33.5,10.83,,3.21,3.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.000051365,0.9999486208,Cluster 2,2009,201947,Earl,Clark,Earl Clark,SF-PF,80.5,6' 8.5'',82.25,6' 10.25'',228.4,86.5,7' 2.5'',109.5,9' 1.5'',5.2,,,28.5,33.0,11.17,,3.35,5.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0177134462,0.9822865129,Cluster 2,2009,201954,Darren,Collison,Darren Collison,PG,72.25,6' 0.25'',73.5,6' 1.5'',166.2,75.0,6' 3'',96.5,8' 0.5'',5.7,,,30.5,33.5,10.45,,3.1,9.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2009,201967,Dante,Cunningham,Dante Cunningham,PF,79.0,6' 7'',80.25,6' 8.25'',227.4,83.0,6' 11'',106.5,8' 10.5'',4.8,,,28.0,35.0,11.18,,3.26,18.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000167909,0.9999831915,Cluster 2,2009,201939,Stephen,Curry,Stephen Curry,PG-SG,74.0,6' 2'',75.25,6' 3.25'',181.0,75.5,6' 3.5'',97.0,8' 1'',5.7,,,29.5,35.5,11.07,,3.28,10.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0418589227,0.9581410289,Cluster 2,2009,201948,Austin,Daye,Austin Daye,SF-PF,81.75,6' 9.75'',82.75,6' 10.75'',191.8,86.75,7' 2.75'',110.0,9' 2'',5.5,,,25.0,28.0,12.11,,3.55,0.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000000038,1.0,Cluster 2,2009,201942,DeMar,DeRozan,DeMar DeRozan,SG-SF,77.5,6' 5.5'',78.5,6' 6.5'',211.2,81.0,6' 9'',102.5,8' 6.5'',4.9,,,29.0,38.5,11.88,,3.31,5.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.002164535,0.9978355169,Cluster 2,2009,201962,Toney,Douglas,Toney Douglas,PG,73.0,6' 1'',74.0,6' 2'',183.4,78.0,6' 6'',97.5,8' 1.5'',5.2,,,28.0,32.5,10.63,,3.03,15.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000000278,1.0,Cluster 2,2009,201961,Wayne,Ellington,Wayne Ellington,SG,76.25,6' 4.25'',77.25,6' 5.25'',202.4,78.5,6' 6.5'',100.0,8' 4'',5.5,,,31.5,38.0,11.14,,3.2,13.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2009,201936,Tyreke,Evans,Tyreke Evans,PG-SG,76.0,6' 4'',77.25,6' 5.25'',220.6,83.25,6' 11.25'',104.0,8' 8'',7.1,,,28.5,34.0,11.81,,3.17,7.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.016791461,0.9832084775,Cluster 2,2009,201938,Jonny,Flynn,Jonny Flynn,PG,71.25,5' 11.25'',72.75,6' 0.75'',195.6,76.0,6' 4'',95.5,7' 11.5'',6.3,,,33.0,40.0,10.86,,3.23,10.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0002086741,0.9997913241,Cluster 2,2009,201959,Taj,Gibson,Taj Gibson,PF,80.5,6' 8.5'',81.75,6' 9.75'',214.4,88.0,7' 4'',109.0,9' 1'',6.6,,,25.5,30.0,11.56,,3.41,12.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2009,201980,Danny,Green,Danny Green,SG-SF,77.25,6' 5.25'',78.5,6' 6.5'',208.0,82.0,6' 10'',103.0,8' 7'',5.6,,,29.0,33.0,11.3,,3.3,15.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.001457178,0.9985427856,Cluster 2,2009,201933,Blake,Griffin,Blake Griffin,PF,80.5,6' 8.5'',82.0,6' 10'',248.4,83.25,6' 11.25'',105.0,8' 9'',8.2,,,32.0,35.5,10.95,,3.28,22.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2009,201946,Tyler,Hansbrough,Tyler Hansbrough,PF,80.25,6' 8.25'',81.5,6' 9.5'',234.2,83.5,6' 11.5'',106.0,8' 10'',8.5,,,27.5,34.0,11.12,,3.27,18.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0031862853,0.9968137145,Cluster 2,2009,201935,James,Harden,James Harden,SG,76.0,6' 4'',77.25,6' 5.25'',222.0,82.75,6' 10.75'',103.5,8' 7.5'',10.1,,,31.5,37.0,11.1,,3.13,17.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000294947,0.9999705553,Cluster 2,2009,201945,Gerald,Henderson,Gerald Henderson,SG-SF,76.0,6' 4'',77.0,6' 5'',214.6,82.25,6' 10.25'',102.5,8' 6.5'',4.4,,,31.5,35.0,11.17,,3.14,8.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0021058931,0.9978941083,Cluster 2,2009,12278,Josh,Heytvelt,Josh Heytvelt,PF-C,82.0,6' 10'',83.0,6' 11'',246.2,85.25,7' 1.25'',108.0,9' 0'',10.8,,,28.5,34.0,11.67,,3.38,15.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.000032583,0.9999673963,Cluster 2,2009,201941,Jordan,Hill,Jordan Hill,PF-C,81.25,6' 9.25'',82.25,6' 10.25'',232.4,85.5,7' 1.5'',108.0,9' 0'',6.0,,,31.0,35.0,12.23,,3.3,11.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000822007,0.9999178052,Cluster 2,2009,201950,Jrue,Holiday,Jrue Holiday,PG-SG,75.25,6' 3.25'',76.25,6' 4.25'',199.0,79.0,6' 7'',100.5,8' 4.5'',6.3,,,28.5,34.0,10.64,,3.21,6.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000159725,0.999984026,Cluster 2,2009,12279,Joe,Ingles,Joe Ingles,SF,79.75,6' 7.75'',80.25,6' 8.25'',209.2,82.25,6' 10.25'',105.0,8' 9'',10.1,,,26.0,31.0,10.66,,3.3,3.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000023115,0.9999976754,Cluster 2,2009,201949,James,Johnson,James Johnson,SF-PF,79.0,6' 7'',79.75,6' 7.75'',257.2,84.75,7' 0.75'',105.5,8' 9.5'',12.0,,,30.5,35.0,11.21,,3.23,18.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0063795778,0.9936204553,Cluster 2,2009,201951,Ty,Lawson,Ty Lawson,PG,71.25,5' 11.25'',72.5,6' 0.5'',196.6,72.75,6' 0.75'',94.5,7' 10.5'',6.6,,,29.0,36.5,10.98,,3.12,14.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0057608951,0.9942391515,Cluster 2,2009,201953,Eric,Maynor,Eric Maynor,PG,74.25,6' 2.25'',75.25,6' 3.25'',163.6,74.5,6' 2.5'',97.0,8' 1'',5.4,,,28.5,31.5,10.78,,3.19,8.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0008657163,0.9991343021,Cluster 2,2009,12282,Jack,McClinton,Jack McClinton,SG-PG,71.75,5' 11.75'',72.75,6' 0.75'',185.2,74.5,6' 2.5'',96.0,8' 0'',6.2,,,30.0,36.5,10.44,,3.21,13.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0002297635,0.9997702837,Cluster 2,2009,12283,Jerel,McNeal,Jerel McNeal,SG,73.5,6' 1.5'',75.0,6' 3'',190.4,79.25,6' 7.25'',99.5,8' 3.5'',5.4,,,31.5,36.5,10.61,,3.25,10.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0001245356,0.9998754859,Cluster 2,2009,201975,Jodie,Meeks,Jodie Meeks,SG,75.0,6' 3'',76.0,6' 4'',211.4,76.5,6' 4.5'',98.0,8' 2'',8.0,,,28.5,37.0,10.96,,3.1,14.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0543936901,0.9456062913,Cluster 2,2009,201988,Patty,Mills,Patty Mills,PG,71.25,5' 11.25'',72.5,6' 0.5'',175.4,74.0,6' 2'',95.0,7' 11'',6.9,,,27.5,33.0,10.87,,3.1,8.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.009960385,0.9900396466,Cluster 2,2009,201957,Byron,Mullens,Byron Mullens,C,83.75,6' 11.75'',85.25,7' 1.25'',258.2,85.5,7' 1.5'',111.0,9' 3'',8.5,,,28.5,32.5,11.1,,3.45,10.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0703795776,0.9296204448,Cluster 2,2009,201985,A.J.,Price,A.J. Price,PG,72.5,6' 0.5'',74.0,6' 2'',192.8,75.75,6' 3.75'',97.0,8' 1'',12.4,,,26.0,31.0,10.99,,3.22,11.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2009,12284,Tyler,Smith,Tyler Smith,SF,77.25,6' 5.25'',78.0,6' 6'',212.0,81.75,6' 9.75'',104.5,8' 8.5'',7.0,,,29.0,33.5,10.69,,3.24,10.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0001411206,0.9998588562,Cluster 2,2009,201969,DaJuan,Summers,DaJuan Summers,SF,79.25,6' 7.25'',80.5,6' 8.5'',243.0,84.75,7' 0.75'',106.5,8' 10.5'',6.6,,,29.5,34.5,10.94,,3.17,15.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2009,201966,Jermaine,Taylor,Jermaine Taylor,SG,75.5,6' 3.5'',76.75,6' 4.75'',207.4,80.75,6' 8.75'',101.0,8' 5'',5.8,,,34.0,37.5,11.54,,3.32,16.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0013973889,0.9986026287,Cluster 2,2009,201952,Jeff,Teague,Jeff Teague,PG,72.25,6' 0.25'',73.5,6' 1.5'',175.2,79.5,6' 7.5'',98.5,8' 2.5'',4.5,,,30.5,36.5,11.05,,3.18,13.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0031845919,0.996815443,Cluster 2,2009,201934,Hasheem,Thabeet,Hasheem Thabeet,C,85.25,7' 1.25'',86.5,7' 2.5'',267.2,90.25,7' 6.25'',113.0,9' 5'',6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.000016061,0.9999839067,Cluster 2,2009,201977,Marcus,Thornton,Marcus Thornton,SG,74.75,6' 2.75'',75.75,6' 3.75'',194.4,77.0,6' 5'',99.0,8' 3'',4.8,,,31.0,33.0,10.73,,3.28,14.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0003788881,0.9996210933,Cluster 2,2009,201944,Terrence,Williams,Terrence Williams,SG-SF,77.0,6' 5'',78.25,6' 6.25'',213.2,81.0,6' 9'',103.5,8' 7.5'',5.1,,,30.5,37.0,11.15,,3.18,9.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0053527639,0.9946472645,Cluster 2,2009,201970,Sam,Young,Sam Young,SF-SG,77.25,6' 5.25'',78.75,6' 6.75'',222.8,82.75,6' 10.75'',105.5,8' 9.5'',4.9,,,27.5,33.0,11.47,,3.45,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2012,203112,Quincy,Acy,Quincy Acy,PF,78.5,6' 6.5'',79.75,6' 7.75'',223.8,86.75,7' 2.75'',106.5,8' 10.5'',7.1,9.5,11.0,32.0,37.0,10.48,,3.28,13.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0548881181,0.9451118708,Cluster 2,2012,203084,Harrison,Barnes,Harrison Barnes,SF-SG,79.0,6' 7'',80.0,6' 8'',227.8,83.25,6' 11.25'',101.5,8' 5.5'',9.6,9.0,8.5,38.0,39.5,10.93,,3.16,15.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0669181272,0.9330818653,Cluster 2,2012,203115,Will,Barton,Will Barton,SG-SF,77.0,6' 5'',78.0,6' 6'',174.4,81.75,6' 9.75'',102.5,8' 6.5'',4.1,9.0,9.5,30.0,34.0,12.5,,3.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0206321273,0.9793679118,Cluster 2,2012,203078,Bradley,Beal,Bradley Beal,SG,75.25,6' 3.25'',76.75,6' 4.75'',201.8,80.0,6' 8'',100.0,8' 4'',6.0,8.5,9.0,33.0,39.0,10.95,,3.28,8.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0026554167,0.9973446131,Cluster 2,2012,12458,J'Covan,Brown,J'Covan Brown,PG,73.0,6' 1'',74.25,6' 2.25'',202.4,77.25,6' 5.25'',96.0,8' 0'',12.5,7.75,8.25,26.0,29.5,11.68,,3.47,3.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0197020788,0.9802978635,Cluster 2,2012,203733,William,Buford,William Buford,SG-SF,76.0,6' 4'',77.0,6' 5'',214.6,81.5,6' 9.5'',102.0,8' 6'',11.3,8.75,10.0,27.5,32.5,11.4,,3.43,8.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0155489491,0.9844510555,Cluster 2,2012,203109,Jae,Crowder,Jae Crowder,SF,76.75,6' 4.75'',78.5,6' 6.5'',241.2,81.25,6' 9.25'',99.5,8' 3.5'',9.0,9.5,10.5,31.0,34.5,11.45,,3.37,20.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0000003385,0.999999702,Cluster 2,2012,203099,Jared,Cunningham,Jared Cunningham,SG-PG,75.5,6' 3.5'',77.0,6' 5'',187.6,78.5,6' 6.5'',98.0,8' 2'',3.6,8.25,9.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2012,203076,Anthony,Davis,Anthony Davis,PF-C,81.25,6' 9.25'',82.5,6' 10.5'',221.8,89.5,7' 5.5'',108.0,9' 0'',7.9,9.0,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0709981322,0.9290019274,Cluster 2,2012,203134,Marcus,Denmon,Marcus Denmon,SG,74.25,6' 2.25'',75.25,6' 3.25'',188.2,77.0,6' 5'',94.5,7' 10.5'',6.6,8.25,9.75,33.5,40.0,10.82,,3.19,8.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.1014423519,0.898557663,Cluster 2,2012,203083,Andre,Drummond,Andre Drummond,C,81.75,6' 9.75'',83.75,6' 11.75'',278.6,90.25,7' 6.25'',109.5,9' 1.5'',7.5,9.5,9.5,31.5,33.5,10.83,,3.39,10.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0604084134,0.9395915866,Cluster 2,2012,203119,Kim,English,Kim English,SG,76.5,6' 4.5'',77.75,6' 5.75'',192.0,78.5,6' 6.5'',98.0,8' 2'',4.3,8.5,8.75,29.0,36.5,10.59,,3.33,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,1.0,Cluster 2,2012,203105,Festus,Ezeli,Festus Ezeli,C-PF,81.75,6' 9.75'',83.5,6' 11.5'',264.2,89.75,7' 5.75'',108.0,9' 0'',5.5,9.0,10.75,34.0,33.5,12.35,,3.29,18.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0161186773,0.9838812947,Cluster 2,2012,12467,Drew,Gordon,Drew Gordon,PF,80.0,6' 8'',80.75,6' 8.75'',239.0,83.5,6' 11.5'',103.5,8' 7.5'',9.1,8.5,9.75,29.0,34.0,11.35,,3.49,10.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0050697071,0.9949303269,Cluster 2,2012,203254,JaMychal,Green,JaMychal Green,PF,80.0,6' 8'',81.0,6' 9'',217.4,86.25,7' 2.25'',106.5,8' 10.5'',9.8,9.25,9.25,29.5,32.5,10.63,,3.38,19.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0110717788,0.9889281988,Cluster 2,2012,203110,Draymond,Green,Draymond Green,PF-SF,77.75,6' 5.75'',79.5,6' 7.5'',235.6,85.25,7' 1.25'',105.0,8' 9'',11.3,9.0,9.5,28.0,33.0,11.01,,3.4,9.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0187576152,0.9812423587,Cluster 2,2012,203090,Maurice,Harkless,Maurice Harkless,SF,79.25,6' 7.25'',80.75,6' 8.75'',206.6,84.0,7' 0'',102.5,8' 6.5'',5.3,9.25,10.25,32.5,37.0,10.87,,3.25,5.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0,0.9612144828,Cluster 2,2012,203089,John,Henson,John Henson,PF,81.0,6' 9'',82.5,6' 10.5'',216.0,89.0,7' 5'',112.0,9' 4'',8.6,9.25,10.0,25.5,30.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0762428939,0.9237571359,Cluster 2,2012,203189,Tu,Holloway,Tu Holloway,PG,70.5,5' 10.5'',71.75,5' 11.75'',186.8,77.5,6' 5.5'',94.5,7' 10.5'',8.5,8.75,10.0,28.0,35.0,11.0,,3.42,12.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0065335985,0.9934664369,Cluster 2,2012,203133,Robbie,Hummel,Robbie Hummel,SF,79.25,6' 7.25'',80.5,6' 8.5'',218.0,80.5,6' 8.5'',102.0,8' 6'',9.4,8.5,9.5,27.5,30.0,11.56,,3.41,13.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
0.0252809618,0.9747189879,Cluster 2,2012,203108,Bernard,James,Bernard James,PF,80.75,6' 8.75'',82.0,6' 10'',229.8,87.0,7' 3'',108.5,9' 0.5'',5.0,9.0,9.25,30.0,32.5,11.84,,3.4,6.0,,,,,,,,,,,,,,,,,,,,,,,,2022-09-13T14:59:10.045
